0,"{'ETP': 24115.79, 'IIaMax': 74.66, 'tauMax': 442.89}"
1,"{'ETP': 52095.11, 'IIaMax': 352.65, 'tauMax': 270.54}"
100,"{'ETP': 69459.15, 'IIaMax': 673.4, 'tauMax': 138.28}"
15,"{'ETP': 65973.86, 'IIaMax': 614.75, 'tauMax': 180.36}"
5,"{'ETP': 61700.53, 'IIaMax': 524.61, 'tauMax': 214.43}"
50,"{'ETP': 68641.19, 'IIaMax': 661.42, 'tauMax': 152.3}"
