0,"{'ETP': 0.0, 'IIaMax': 0.0, 'tauMax': 0.0}"
1,"{'ETP': 65680.3, 'IIaMax': 618.59, 'tauMax': 292.59}"
5,"{'ETP': 67764.29, 'IIaMax': 651.06, 'tauMax': 216.43}"
15,"{'ETP': 68625.27, 'IIaMax': 663.61, 'tauMax': 180.36}"
50,"{'ETP': 69236.75, 'IIaMax': 670.65, 'tauMax': 150.3}"
100,"{'ETP': 69459.15, 'IIaMax': 673.4, 'tauMax': 138.28}"
