# 01:time  02:iteration  03:X 04:IIa
 0.0000000000E+00      0  0.0000000000E+00  0.0000000000E+00
 0.1000000000E+00    500  0.0000000000E+00  0.1683116865E-21
 0.2000000000E+00   1000  0.0000000000E+00  0.3635571497E-20
 0.3000000000E+00   1500  0.0000000000E+00  0.1948890189E-19
 0.4000000000E+00   2000  0.0000000000E+00  0.6038851359E-19
 0.5000000000E+00   2500  0.0000000000E+00  0.1402348291E-18
 0.6000000000E+00   3000  0.0000000000E+00  0.2732018514E-18
 0.7000000000E+00   3500  0.0000000000E+00  0.4734240376E-18
 0.8000000000E+00   4000  0.0000000000E+00  0.7549125662E-18
 0.9000000000E+00   4500  0.0000000000E+00  0.1131540975E-17
 0.1000000000E+01   5000  0.0000000000E+00  0.1617048531E-17
 0.1100000000E+01   5500  0.0000000000E+00  0.2225046400E-17
 0.1200000000E+01   6000  0.0000000000E+00  0.2969022976E-17
 0.1300000000E+01   6500  0.0000000000E+00  0.3862347861E-17
 0.1400000000E+01   7000  0.0000000000E+00  0.4918274745E-17
 0.1500000000E+01   7500  0.0000000000E+00  0.6149943509E-17
 0.1600000000E+01   8000  0.0000000000E+00  0.7570381806E-17
 0.1700000000E+01   8500  0.0000000000E+00  0.9192506304E-17
 0.1800000000E+01   9000  0.0000000000E+00  0.1102912370E-16
 0.1900000000E+01   9500  0.0000000000E+00  0.1309293159E-16
 0.2000000000E+01  10000  0.0000000000E+00  0.1539651927E-16
 0.2100000000E+01  10500  0.0000000000E+00  0.1795236845E-16
 0.2200000000E+01  11000  0.0000000000E+00  0.2077285391E-16
 0.2300000000E+01  11500  0.0000000000E+00  0.2387024420E-16
 0.2400000000E+01  12000  0.0000000000E+00  0.2725670223E-16
 0.2500000000E+01  12500  0.0000000000E+00  0.3094428594E-16
 0.2600000000E+01  13000  0.0000000000E+00  0.3494494886E-16
 0.2700000000E+01  13500  0.0000000000E+00  0.3927054078E-16
 0.2800000000E+01  14000  0.0000000000E+00  0.4393280830E-16
 0.2900000000E+01  14500  0.0000000000E+00  0.4894339546E-16
 0.3000000000E+01  15000  0.0000000000E+00  0.5431384432E-16
 0.3100000000E+01  15500  0.0000000000E+00  0.6005559554E-16
 0.3200000000E+01  16000  0.0000000000E+00  0.6617998900E-16
 0.3300000000E+01  16500  0.0000000000E+00  0.7269826434E-16
 0.3400000000E+01  17000  0.0000000000E+00  0.7962156157E-16
 0.3500000000E+01  17500  0.0000000000E+00  0.8696092167E-16
 0.3600000000E+01  18000  0.0000000000E+00  0.9472728708E-16
 0.3700000000E+01  18500  0.0000000000E+00  0.1029315024E-15
 0.3800000000E+01  19000  0.0000000000E+00  0.1115843148E-15
 0.3900000000E+01  19500  0.0000000000E+00  0.1206963748E-15
 0.4000000000E+01  20000  0.0000000000E+00  0.1302782365E-15
 0.4100000000E+01  20500  0.0000000000E+00  0.1403403586E-15
 0.4200000000E+01  21000  0.0000000000E+00  0.1508931045E-15
 0.4300000000E+01  21500  0.0000000000E+00  0.1619467432E-15
 0.4400000000E+01  22000  0.0000000000E+00  0.1735114496E-15
 0.4500000000E+01  22500  0.0000000000E+00  0.1855973053E-15
 0.4600000000E+01  23000  0.0000000000E+00  0.1982142989E-15
 0.4700000000E+01  23500  0.0000000000E+00  0.2113723267E-15
 0.4800000000E+01  24000  0.0000000000E+00  0.2250811931E-15
 0.4900000000E+01  24500  0.0000000000E+00  0.2393506115E-15
 0.5000000000E+01  25000  0.0000000000E+00  0.2541902043E-15
 0.5100000000E+01  25500  0.0000000000E+00  0.2696095038E-15
 0.5200000000E+01  26000  0.0000000000E+00  0.2856179526E-15
 0.5300000000E+01  26500  0.0000000000E+00  0.3022249043E-15
 0.5400000000E+01  27000  0.0000000000E+00  0.3194396238E-15
 0.5500000000E+01  27500  0.0000000000E+00  0.3372712880E-15
 0.5600000000E+01  28000  0.0000000000E+00  0.3557289860E-15
 0.5700000000E+01  28500  0.0000000000E+00  0.3748217200E-15
 0.5800000000E+01  29000  0.0000000000E+00  0.3945584059E-15
 0.5900000000E+01  29500  0.0000000000E+00  0.4149478733E-15
 0.6000000000E+01  30000  0.0000000000E+00  0.4359988663E-15
 0.6100000000E+01  30500  0.0000000000E+00  0.4577200441E-15
 0.6200000000E+01  31000  0.0000000000E+00  0.4801199814E-15
 0.6300000000E+01  31500  0.0000000000E+00  0.5032071689E-15
 0.6400000000E+01  32000  0.0000000000E+00  0.5269900139E-15
 0.6500000000E+01  32500  0.0000000000E+00  0.5514768405E-15
 0.6600000000E+01  33000  0.0000000000E+00  0.5766758905E-15
 0.6700000000E+01  33500  0.0000000000E+00  0.6025953237E-15
 0.6800000000E+01  34000  0.0000000000E+00  0.6292432182E-15
 0.6900000000E+01  34500  0.0000000000E+00  0.6566275713E-15
 0.7000000000E+01  35000  0.0000000000E+00  0.6847562996E-15
 0.7100000000E+01  35500  0.0000000000E+00  0.7136372398E-15
 0.7200000000E+01  36000  0.0000000000E+00  0.7432781489E-15
 0.7300000000E+01  36500  0.0000000000E+00  0.7736867049E-15
 0.7400000000E+01  37000  0.0000000000E+00  0.8048705071E-15
 0.7500000000E+01  37500  0.0000000000E+00  0.8368370767E-15
 0.7600000000E+01  38000  0.0000000000E+00  0.8695938574E-15
 0.7700000000E+01  38500  0.0000000000E+00  0.9031482154E-15
 0.7800000000E+01  39000  0.0000000000E+00  0.9375074403E-15
 0.7900000000E+01  39500  0.0000000000E+00  0.9726787455E-15
 0.8000000000E+01  40000  0.0000000000E+00  0.1008669268E-14
 0.8100000000E+01  40500  0.0000000000E+00  0.1045486071E-14
 0.8200000000E+01  41000  0.0000000000E+00  0.1083136142E-14
